15922,12758,17881,16460,16557,10760,14218,19776,8414.2,8882.1,5984.7,10945,7191,5742,6997.8,8907.7,7223.9,7642.2,5811.5,6574.3,4751.7,4800.3,5309.2,4789.4,6289.3,6471.4,7728.4,7054,7997.5,5675.2,7934.9,7493.9,5807.5,5476.7,4474.4,4339.2,4570.4,5352,5670.5,7021.9,8843.9,7209.4,9339.4,10363,7519.6,5366.2,9390.5,12650,15308,11715,12164,13200,13621,14212,19427,18285,14941,15544,19206,15155,15558,20966,13847,20322,19556,11957,10226,7910.1,9104.3,10506,15826,20883,18923,20898,12041,12378,16703,16650,18653,17019,11190,10621,8975.5,10975,11105,9349.9,15433,19008,17642,18522,14215,18361,19879,15568,18084,18709,13343,12477,18088,12519,13485,18431
16055,30111,37612,16258,64226,59286,71499,65723,24218,35048,31640,42037,62590,57606,73986,77226,16941,14685,15643,20142,19410,33079,56643,34424,71674,67503,66188,62486,13226,14547,13559,14736,19095,15108,18750,19545,33337,51780,57378,67362,76445,73375,21743,34678,31522,33603,47691,51271,49253,53710,28675,15619,14371,37758,35111,29141,13225,15299,51783,56092,49496,41262,10406,22811,19082,10085,63284,67912,48139,45989,42549,29819,19858,33688,39768,36787,34743,36813,27189,21334,12362,12187,69023,50878,37363,47678,35467,28053,18322,26450,40203,39052,32263,35849,17484,22523,11666,10519,31111,12398,12609,25190
14084,24653,36185,15234,69287,59756,93034,73198,18180,28661,29513,35997,68916,66949,78191,93372,14076,13148,14244,17176,18724,34706,59661,34302,81204,74305,69880,77862,11863,13312,12605,14592,19914,15114,19144,21861,37362,58904,62599,60807,65234,74686,21397,35971,33280,35837,54358,55027,53854,59501,26114,14410,14239,35646,33048,26377,11645,12676,54345,70130,76009,49144,11989,23303,23046,12054,70779,74707,62565,66850,65422,46784,27007,45087,55192,54097,51756,52317,46440,27311,11940,12224,71322,64584,59386,59665,52679,40824,24877,41743,53059,43403,42356,57073,22856,21961,10029,10860,32429,12240,10316,24588
23983,21085,27041,24664,28953,21347,25411,31013,14742,16172,13116,20444,17113,16071,17394,19318,13304,14004,11439,12048,11039,14344,17256,13149,19366,23807,23644,18513,13765,11483,14862,18789,16955,11933,11599,12221,15163,19657,22438,28489,34083,28201,36392,56668,33318,19696,47607,78845,1.016e+05,60689,53648,37829,46557,1.046e+05,27455,26900,18358,21894,29100,24014,24349,29820,12998,25605,23745,12514,18902,16817,20011,17902,23151,27273,24726,28637,21847,27282,30329,25788,29116,27837,22641,17449,29632,36446,30258,25409,32714,39878,32893,34687,48339,71558,50272,38262,36738,49532,29452,26064,1.1165e+05,44464,37043,75931
14661,15201,18253,14877,28852,28242,31146,28987,15635,22632,17276,21776,23931,22195,32686,32269,12519,11685,12815,15456,12610,16581,19906,15151,26833,33507,35790,28414,10604,12646,13047,17496,25881,16531,13743,19347,23080,22733,28719,40796,39097,48263,28834,41416,45471,35121,48798,42056,34263,34277,23551,14770,13514,25486,19193,21997,12782,14517,30672,37196,42165,30336,10089,19501,17482,9729.9,40157,33682,34099,35760,37356,26509,18558,26330,37908,38505,34318,35831,27418,17602,9843.5,10070,45548,39239,33942,38422,31236,22395,15738,24385,31855,29588,25717,33369,14948,16477,9609.8,9335.6,22750,11944,10586,20528
9094.2,13652,16239,8595.1,28750,24883,34561,29961,9720,15771,11335,18252,20038,16685,27089,28485,7244.4,6353.1,6760.7,8993.4,7041.6,8229.9,13898,9404.6,23633,27724,35371,27679,5854.9,5997,5873.8,6347.3,7985.1,5964.7,6175.6,6955.8,9281.7,13734,16028,29326,31476,27774,10173,19793,16357,13341,35379,33599,37196,48156,14466,8771.9,9198.5,20797,15731,16048,7508.1,7995.6,26223,28561,27814,27469,6673.3,15161,14275,6622,28086,30043,25345,24409,25665,23462,14815,26043,24372,26958,25857,25137,21823,14902,7935.9,7400.3,38235,25948,28039,30369,27957,28012,15481,24450,30821,32181,30507,29631,15543,16987,8298.9,7992.6,21416,9376.9,9272.4,19367
16930,33655,42888,17478,77740,73753,81513,71956,23647,46905,48534,47363,85906,77471,1.013e+05,88296,15875,13657,18023,25375,26148,42724,72216,46206,95280,99447,84533,79699,12560,16015,14966,20425,29476,19051,23101,26712,45824,71717,82031,88571,94748,1.1932e+05,37781,69647,59279,51168,81861,79645,63813,77264,41378,17353,16003,46286,35926,28015,12562,15158,54339,66108,60107,41824,10559,21661,17952,9615.7,78065,90143,65297,62086,47568,31414,17375,34582,50772,50805,39687,40910,28263,17324,9211.9,9208.4,1.0058e+05,83427,61483,66213,46852,35731,19239,30545,65813,53021,44883,62447,20311,21538,9049.8,9055.8,34627,12617,10119,26119
10725,10887,13855,11701,19868,17904,23312,24408,8750.6,11909,9669.1,13182,15195,14229,18838,20592,7124.9,7370.6,6568,7555.8,7089.9,10765,14036,9864.7,19225,22645,24665,20877,7244.8,6472,7157.5,7927.7,8639.7,6504.7,7308.1,7691.7,11641,15750,18122,24459,41291,25806,12619,22317,17860,13961,31317,36156,43539,51603,21101,12790,13396,25557,14902,14820,10048,10805,24313,23011,27109,25837,8595.2,14982,15864,7508.3,24111,22384,27491,26766,29331,27176,16603,26748,32472,36774,36111,33242,28177,16717,10227,8092.1,30045,40206,39894,31708,41090,34413,18248,29070,46408,39622,38408,43186,20810,21537,12555,12134,26070,12562,12901,23207
12745,11037,11614,14391,23508,26546,23533,19754,16393,21911,15950,19603,21098,16589,18318,21087,15355,17624,12909,14925,11493,12275,14758,12829,17065,17939,16312,15965,17339,12092,16142,16735,15006,12154,10465,10811,12192,15435,18807,24483,27789,21814,20502,26641,21635,14977,35263,50621,30479,32015,19123,12324,10080,20708,10733,9358,11589,12613,15516,17483,14402,13899,7066.8,8930,10008,5313.3,16133,15120,13237,11835,13434,14469,11723,13980,11740,12500,14718,13596,15643,13636,11663,8315.5,16035,18990,12974,13593,16153,20534,15496,18379,22719,24963,22953,18420,16258,17655,13542,13575,18154,10373,12246,17335
6733.1,8510.3,10851,7791.5,18739,18086,21238,18706,6997.1,10745,8933.4,11579,13535,13116,15880,16863,5295.3,4954.9,5277.5,6608.4,5763.2,6567.3,10630,8345.9,15498,14597,19562,18135,4836.9,5151.8,5703.2,6175.7,6218.5,5753.8,5186.4,5573.6,6631.6,8807.7,9442,11415,14551,13441,6954.5,9447.7,8605.3,7306.5,12688,13671,13514,17248,7235.2,5726.6,6912.9,8672.9,10771,9935.4,6253.9,7131.5,17787,20090,19349,16595,5574.9,9466.6,9261.7,5931.7,18454,18931,18170,17533,17274,14671,10004,15237,17998,18709,17712,16929,14294,9377.7,5628.2,6069.4,18459,15400,16975,20105,15915,13425,8414.5,13756,14083,21421,12485,15294,7978.3,9356.6,6775.7,5750.4,9589.1,7719.7,8125.7,9116.8
