15988,14194,11873,13595,9318,5445.6,6416.6,8874.2,6654.9,4626.7,2481.4,8351.8,2943.6,1948.9,2384.3,3755.8,4846.8,4694.4,2902.6,3357.4,2185.4,1802.3,1786.6,1810.2,2143.6,1967.2,2272,2337.4,4758.6,2702.8,5137.6,5476,3150.9,2729.8,2113.3,2201,1983.6,1896,2354.9,3267.1,3349.3,2367.7,7126,7962.6,4236.8,2582.2,5101,8286.4,7548.8,5399.6,11668,13196,11275,9725.3,9031.9,6663.6,10868,12187,6940.6,6022.6,4318.3,5690.7,7729,5527.8,4905,5360.3,3818.5,2564.7,2586.6,2774.4,3309,4692.8,4786.4,4641.3,2452.8,2432.4,2813.4,3235.9,4170,3996.2,4170.1,3737.9,2419.8,2870.4,2521.5,2708.8,2692.9,4268.3,4265.2,3939.3,4458.5,6614.7,4963.8,3089.1,4641.9,5679.3,7337.5,6071.7,8750,9237.2,8414.6,7280.2
5282.8,4844.4,5549.5,7450.4,9852.7,8195.6,8089.9,9112.4,4408.9,6287.9,4761.3,7165.5,6100.4,5096,4014,5439.3,3816.1,4103.3,3709.5,4067.1,3383.3,3749.1,4794.4,4280.3,3646.8,3751,4362.2,4320.1,4000.5,3609.4,4015.1,4438.9,4173.6,3362.6,3087,3133.4,3563.3,4449.8,4391.3,4965.3,6543.9,4597.3,6246.6,6227.1,6076.3,4488.2,6157.3,8531.7,8344.9,7933.5,6282.8,5699.8,4917,7800.1,4947.9,4765.2,6625.4,7568.7,8137.7,8662.1,7161,6160,4552.7,4217.7,3776.8,3469.2,6338,4941.7,4120.9,5256.4,6231.5,5459.9,3949.9,5397.2,4197.8,4326.5,4874.5,5206.4,5075.9,3843.4,3399.8,3152.7,5174.7,6099.2,5409.4,4390.9,5939.2,6264.3,4491.2,5520.3,7246.5,7594.1,6846.7,6958.5,4851.5,5074.3,4188.7,4057,5777.6,4585.4,4299.3,5519.5
4947.9,3494,3444.8,7327.1,5789.5,5268.4,5769.5,5034.9,4766.7,4054.7,2704,4534.7,3777.7,3447.2,4237.3,4724,4685.2,4897,2980.3,3224.1,2218.7,2605.8,3292.9,2703,4617.9,4160.6,3621.5,4020.6,4848.7,2933.9,5337.7,5793.6,3778,3190.7,2151.3,2248.5,2307.4,3221.4,3405.1,3924.9,4175.6,3976.8,6958,7304,4826.8,2820.4,5988.8,8519.9,7258.4,5683.2,6764.5,5166.6,4704.9,6814.1,3021.3,2430.6,4692.1,6322.2,4039.3,4412.4,4241.6,3926.6,2664.1,2386.1,2707.6,1753,3725.9,3489.7,3179.9,3115.2,4031.7,5246,3726.1,4221.1,3230.4,3836.2,5411.3,4362.1,6235.8,4817.1,3424.9,2231.3,3876.8,4536.8,4390.8,3342.9,5790.5,6621,5554.3,6726.2,5387.9,6616.1,6643.7,6012.6,5359.2,5364,4060.9,4163.2,5852.2,4184.9,3959.9,5488.2
5424.4,7173.7,6778.6,4577.6,8070.2,5585.8,5975.3,6842.3,6171.6,5614.7,3630.3,7197.2,4354.7,3269.4,3436.7,3678.6,5736.1,5947.9,4199,4140.5,3133.2,3235.9,3233.1,2904,3248.9,3684.4,3403.9,2933.3,5601.9,4233.5,5307.3,5044,4116.4,3797.6,3247,3112.8,3102.7,3524.4,3745.2,4532.5,5006.9,4378,8629.9,11530,6776.7,3962.3,7382.9,13324,13165,8476.5,14060,10033,7466.9,18548,5865.8,6295.7,3933.7,4009.3,7889.4,5681.6,6441.8,7400.8,3778.4,6016.2,5355.5,3995.1,4279.5,3212.7,3186.3,3672.9,5045.4,6268.7,5472,6216.4,3684.2,4857.7,5239.2,5128.6,5911.4,5716.7,5413.5,4677.6,4430.9,5847.3,5822.2,3970.6,6212.8,7894.9,6768.4,6825.8,8054.2,10957,9618.5,7805.5,7994.1,10313,6852.7,6260.9,15076,6640.1,6363.6,12406
16764,17804,11235,9709.7,9255.7,6617.2,7716.5,8471.2,7889.8,5882.6,3464.3,9185.3,4633.6,3489,4699.2,6238.2,4884.8,3565.2,3580.5,4265.3,2731,2111,2810.4,2354.4,3704.6,3576,4782.1,4286.1,2774.5,3088.5,3291,5194.2,4243,3216.5,2519.2,2967.5,2734.4,2785.4,3715.1,4892.1,6408.1,5279.7,9558.7,10243,6402,4026.8,6980.1,9984.7,8270.1,7135.3,19443,17815,9418.5,11939,7881.8,6561.6,4107.4,6337.3,8261,8553.5,9019.5,8490.9,2614.4,4988.3,4745.2,2607.1,6726.4,4809,5964.2,5375.1,8025.4,7219.9,5057.2,7447.3,7387.2,8488.8,8730.2,8728.7,7960.8,5391.9,3528.6,3142.2,5901.5,7236.3,7754.1,6929.2,8782.3,7643.3,5765.8,8119.1,7732.2,7554.7,7750.2,8811.9,5159.3,4798.1,3369.4,3442.9,8036.8,5700.5,3979.2,6124.2
4718.6,4918.6,5184.3,4018.7,9929.8,7376.7,7599.6,8077.8,3619,5903.1,3830.2,7069.4,4892.3,3670.6,3831.1,5426.8,2730.5,2510.1,2848.5,3597.1,2730.3,2691.4,3003.1,2893.1,3165.5,2991.1,3063.6,2848.2,2423.6,2491.1,2621.4,2668.5,2903.6,2445.6,2388.2,2569.5,2673.1,2791.9,3394.4,4631.8,5084.2,3751.3,3590.6,5585.9,4375.5,3469.2,5788.3,7216.2,6193.8,6246.9,4664.5,3600.6,3332.6,5102.1,4271.1,3770.6,2654.4,3249.9,6028.1,6357.9,5018.5,5000.5,2021.3,3144.3,3301.7,1871.2,4958.2,3460.2,2727.4,3379.8,4487.2,5164.9,3464.5,5146,2735,3534.3,3895.2,4089.2,4086.3,3177.3,2815.7,2198.5,3868.1,5061.7,4292.7,3359.9,4597.6,4805.2,3338.4,4181.8,5467.2,5103,4562.3,4773.6,3462.2,3480,3663.9,3379.3,4416.1,3764.2,3981.3,3791.2
4476.9,4455.2,4362.2,5932.1,7286.7,6530.4,8402,6280,3920.5,5394.9,4085,5715.3,6403.4,4826.8,5451.2,7026.7,3053.2,3045.5,3361.2,3731,3003.8,2959.1,3643.2,3240.7,4278.2,4461.3,4583.6,4144.1,3079.6,3226,3338.2,3483.2,3612.2,3151.3,2803.1,2932.4,3153.7,3394.9,4427.1,5421.8,5346.9,5453,4510.7,6470.7,4963.5,4247.6,5887.8,7345.5,6321,6118.8,4637.4,3407,3588.7,4900.7,3523.8,3038.3,3470.6,5213.5,5957,7026.5,6526.9,4904,1906.9,2696.4,2242,1406.6,6018,4715.7,4205.2,4925.8,5347.3,3909.6,2322.6,4073.1,4677.7,4641.8,4444.2,4955,3344.5,2338.7,2410.2,1740,5636.2,6125.4,5102.4,4520.9,4689.3,4631.5,2912.6,3795.9,5803.9,5390.3,4462.8,5229.3,3221.5,3049.1,3148,3009.5,4129.5,3628.6,3417.6,3652.3
6394.8,6774.2,5887.4,8109.7,7100.5,6508.5,7769,7855,4542.4,5375.9,4157.9,5957.9,5206.5,4614.2,5384.1,6036.6,3633.7,3779,3442.4,3799.7,3328.1,4833.1,4956.9,4025.5,5719.2,6333.8,5842.6,5317.4,4280.4,3601,5204.2,5991,5213.3,4048.9,3478.3,3870.9,5097.4,5793.5,6534.4,7250.4,8230.2,7627,8125.8,9453.2,7460.3,5676.7,8759.6,10451,9895,9266.8,15335,61264,23630,9793.3,5672.4,5645.5,4578.3,6627,8287.2,8683,8752.4,8833.1,3845.3,5021.4,5237.2,3762.1,6484.2,5083.7,5130,5425.8,8756.3,9642.7,5388.2,8834.6,6537.8,8253.7,10107,10357,10601,4840,3971.7,3617.2,7102.3,8761.6,8579.2,6079.4,8368.7,7340.8,4494.2,6857.8,8444,8374.5,8162.9,8883.6,4937.6,5154.6,4187.4,4337.2,7346.5,7135.5,4749.1,5649.3
8282.9,6492.6,6260,11124,9959.7,8235.7,7587,8585.5,8301.6,8103.6,5346,8844.8,5914.9,4636.1,4679.5,5665.8,8174.9,8804.2,4913.9,5892,3787.3,3711.2,4845.2,3772.4,5533.7,5855.9,5476.1,5064.8,7822.9,4627.3,8131,8877.6,7014.8,5334.2,3529.6,4211.3,4234.9,5198.7,5453,6877.9,6497.5,5637.2,10566,14029,10116,5907.2,11712,18136,12622,10389,10893,6377,5056.2,11129,5077.1,4920.4,7778.2,9719.7,7700.3,7605.4,6526.1,7431.4,4091.7,5731.6,7100.4,4236.9,5753,4547.3,4350.3,4646.6,6158,9373.3,9300.4,8038.8,4393.8,5366.1,7777.7,6932.3,10861,11708,13382,8875.8,5036,5462.8,5740.5,5032.6,8204.5,13191,13357,13093,8523.2,11652,12757,8702.2,12597,12055,11974,14287,8740.2,6168,8720.4,10187
7109.3,9069.5,7744.9,8787.3,12605,11181,11419,10616,4780.2,7892.5,5478.1,8944.5,7973.9,5451.5,6409.9,9440.7,4123.3,4128.2,3790.9,4291.3,4088.4,4265.4,4289.8,4725.3,4868.6,5319.4,5919.1,5150.2,3538.2,3952.6,5619,8378.8,5086.2,4647.3,4012.8,3812.5,3929.1,4410.6,5194.4,6461.5,8049.8,6955.4,10281,8369.1,6000.3,4496.5,7726.3,8956.1,7773.1,8634,13669,9833.6,4111.4,7185,6605.7,6705.9,4182.4,6996.4,11315,11753,12230,12371,3465.1,6559.1,6129.5,3660.3,9347.4,6409,5828.1,7931.4,11928,9934.2,5940,11571,7529.9,9230.9,13056,10881,9545.2,5048.1,4024.1,3806.8,7815.7,8668.9,9081.6,6886.3,12039,10615,6031,11478,9119.3,9239.3,9758.8,10425,6297.9,6354.2,4518.9,4384.1,5249,3926.6,4414.4,5378.4
