18072,15067,26332,19936,20113,10654,15355,24409,5777.4,6343.4,3885,10506,6300.7,4368.7,6233.7,9300.7,3802.8,3412.4,2795.8,3614.7,2639.8,2816.5,3535,3058.8,4623.5,4295,5385.9,6028,3449.5,2629.5,3636.2,4015.5,3076.2,2653.7,2373.3,2344.8,2711.4,3387.2,3790.9,5210.2,8757.6,5450,5850,8551.9,4847.8,3139.6,8333.8,14590,24171,15014,12345,13543,16659,19265,31037,42150,22544,21193,31498,20107,24759,44974,19746,50760,42736,16375,12635,8223.6,8668.6,13250,25517,53472,45724,43346,13839,11734,18677,26441,32173,32173,19892,16010,7246.7,12549,11602,7759.4,20916,42922,33822,28580,23780,39026,45107,24971,38908,39708,24821,23429,27664,19747,24834,39957
13905,18272,27452,17475,29595,20169,35925,49530,8321.3,10616,7529.5,16435,16363,12678,22325,29611,5230.7,4456.1,3896.1,5228.8,4137.3,6651.4,11553,6836,18904,20914,32620,27863,4350.1,3745.4,4903.6,6260.1,6420.8,4302,3936.1,5025.4,8960.6,12983,19348,26109,45159,30712,11230,20476,13020,11018,23473,36899,49591,35059,22671,15254,17216,36115,33891,35885,18113,18195,62145,58441,71631,58819,16253,34766,33576,15174,42317,32201,35136,50203,74544,58714,41598,54534,47876,59492,55529,56687,45861,42005,15401,15654,42521,47006,63820,41577,91765,59319,33536,40090,48425,55694,61290,75858,30713,34528,13002,13216,38756,15473,14395,37694
28749,45683,69635,35824,88764,58256,88675,94681,16275,23980,12276,46331,24207,24166,41178,43533,9615.5,7623.6,6500.4,9118.4,7860.6,19117,30583,14230,45422,46980,61113,55548,6479.4,6476,7383.4,9483.6,11966,7991.6,9347.7,12369,25352,36995,43588,50000,59804,57454,18222,54849,31452,24866,76048,98733,1.0662e+05,1.0876e+05,48970,27552,33230,73478,77677,70639,26788,31998,1.0566e+05,1.3239e+05,4.1226e+05,1.3692e+05,19586,55434,33231,13288,1.1871e+05,80869,65279,2.824e+05,4.2512e+05,97498,39698,1.7111e+05,89685,1.5296e+05,1.6676e+05,79530,71722,39348,11814,11337,95159,94246,1.2386e+05,91619,1.6929e+05,73335,33288,80643,95467,75120,69623,1.1857e+05,31938,34838,15911,13190,66468,28089,21516,46340
15138,18508,22654,15990,19209,12458,14108,20946,9017.9,9149.9,6144.8,14283,8758.3,7719.9,10119,10695,7035,6810,5335.8,6003.2,4850,6347.2,8300.3,5865.5,10520,11540,12930,11590,6452.3,4954.9,6576.1,8148,6783.7,4666.5,4649.9,4528.3,6105.9,8907.9,9524.3,11956,15867,13098,17427,32105,14805,7987.9,21191,42977,55114,30867,38509,23124,26352,56940,23136,33877,16268,15403,24730,15919,24859,28766,14535,35623,32360,12815,13377,11929,14421,17237,26921,31443,29716,32543,19207,19959,24708,24765,26648,25222,14844,12740,15847,20322,20087,15831,28725,36709,28943,30975,31714,53107,45377,32304,31978,49482,20053,17098,60124,26936,26063,70395
17054,25228,52280,25689,79946,64567,1.5336e+05,1.5794e+05,11372,25224,15846,33225,44145,28106,73678,1.2356e+05,6588.3,4893.8,5732.1,8887.8,6755.3,7762.2,15041,10506,33052,46767,75443,61887,3827.7,4482.2,5117.8,8000.5,10310,5893.9,5501.4,8196.1,13435,19624,34447,55190,1.3191e+05,99992,16841,40608,28792,20952,72333,77204,1.5081e+05,1.5363e+05,35644,20987,31587,58800,88781,1.4762e+05,34665,30611,2.5766e+05,3.1113e+05,4.5687e+05,3.6965e+05,30482,1.8178e+05,1.4411e+05,24329,2.497e+05,1.2177e+05,1.0454e+05,2.6217e+05,4.1704e+05,2.0571e+05,86107,3.5299e+05,1.6901e+05,1.3526e+05,1.3665e+05,1.9517e+05,75765,55787,26947,23978,1.4183e+05,2.4147e+05,2.227e+05,1.067e+05,3.138e+05,2.856e+05,78602,1.4662e+05,3.1398e+05,2.5601e+05,3.3544e+05,4.0134e+05,1.2605e+05,1.588e+05,37712,31947,90897,36055,40838,1.3923e+05
41790,56502,84450,39506,95887,56410,89560,1.4208e+05,17621,29092,17518,44149,28844,15165,19124,37761,7890.6,4297.9,4898.4,10671,6215.3,3411.4,7188.4,8828.6,10305,8561.8,13678,15054,3100.1,2762.4,4350.6,7832.1,8696.5,4238.5,2573.5,4535.7,5486.7,5271.5,10536,22902,32742,15187,17602,41069,21418,11765,41620,67640,94065,63938,46521,30426,31934,66738,1.0634e+05,1.1362e+05,22075,34409,1.3026e+05,69401,66386,1.0721e+05,12103,61694,39930,11880,34603,21275,21674,31742,55838,52503,37130,71934,33296,43551,64780,46143,60089,37431,12577,12716,22737,46462,51910,24032,1.0425e+05,1.0958e+05,37355,82599,90586,1.1845e+05,1.3293e+05,1.2064e+05,41187,55648,13236,11659,75438,27296,20400,76383
10320,16480,21409,12654,37841,33567,44905,38835,9690.8,17108,12603,22423,26454,18255,36652,39315,5837.7,4771.7,5713.6,7879.1,6950.7,11125,18035,10745,34616,41326,46612,38579,4288.9,5165.2,5177.8,7263.7,10054,6349,6566.9,8573.1,13829,20554,24463,35782,37386,47088,13461,28427,22774,17723,44295,42388,46818,55270,17291,8832.7,9244.2,22033,19519,18814,9703,12045,42482,48146,51923,38792,7222.8,17221,16041,6279.3,47358,47852,42864,52342,49642,31605,15538,34423,42015,36547,32237,36527,22228,13254,6380.4,6170.5,64148,49751,61704,42489,59679,39827,15257,29446,56534,48579,43306,64024,18113,19198,7386.2,6778.2,20923,8575.7,8077.6,20740
7011.9,7259.6,9155.6,8334.2,14925,12628,17576,18997,4798.2,6980,5362.2,8534.9,9395.1,7200.8,11444,13611,3470.2,3283.2,2974.8,3731.3,3540.5,4587.3,5534.7,4783.1,8814.3,8513.4,11941,11267,3231.6,2842.8,3361.7,3852.3,3987.9,2945.2,3404.3,3557.2,5069.2,5354.1,6562.9,9558.9,17023,12069,6146.1,11049,7933.5,6702.9,13927,22256,33410,25118,14459,14676,11952,18462,11154,11843,5954.6,7362.7,20516,20053,22581,22432,5102.2,10913,13277,4918.4,17156,14115,13277,15996,22711,18513,11313,24718,16063,19537,21469,19391,15408,10358,6429.5,5265.1,17154,21923,25198,15980,26875,25306,13485,18838,25660,31349,30411,28656,15662,14876,7596.3,7561.9,19102,8287.8,7438.1,16423
13237,7184.5,6995.4,17800,14541,18501,15296,14704,10732,17086,12181,12523,13815,9380.9,8819.2,11307,10256,10983,6747.7,9886.2,6478.7,5144.3,7650.8,7858.7,8801.1,8627.4,8033.9,8149.8,10322,4923.3,10306,10910,6480.9,4831.7,3789.7,3322.1,4303.3,6768.5,7183.2,9287.6,12491,9053.4,12919,15896,10191,5517.1,14785,23955,18651,15323,14350,7576.9,7740.9,17343,7147.1,8041.9,9813.5,14139,14299,14009,13364,13754,3988.4,8039.9,9209.4,2889.1,10409,8027.1,7386.8,8862.9,12563,15622,12626,14628,7972.6,8291.9,12140,11451,16971,16397,15697,8438.3,8619.3,13047,10233,7587.7,15175,23523,20092,20292,17697,22397,27341,19624,21759,21942,17637,19426,16263,9719.5,13349,18463
9585,14408,23496,12592,32137,23015,27142,33931,6715.9,11460,6982.2,17777,12581,7988.9,12115,16412,3823.4,2973.4,3286.8,4843.6,3725.7,3959.9,6485.6,5131,10808,11675,19240,15686,2374.4,2643.4,2544,3091.5,3496.2,2829.6,2864.4,3070.4,4092.5,6461.7,6977.3,9066.3,14184,12040,4682.6,9073.8,6414.6,4884.9,12017,15490,18561,17533,8096.2,5655.4,7258.7,12908,26140,27531,10773,12551,38603,37986,46822,43307,8463.9,24771,19195,7769.7,25081,16206,24933,24788,34644,26522,16929,34819,33511,38264,36528,29438,30781,16294,6424.7,7243.4,21514,20323,30804,30396,35673,27628,17559,35063,21374,24540,24741,28712,15970,15898,6176.7,5984,14958,7523,7016.5,15648
