4.2012,3.4422,3.3205,3.8594,3.9587,3.3286,3.8118,3.2913,2.6991,2.3197,1.9627,1.9775,2.0389,2.1451,2.7266,2.7301,2.5617,1.7618,1.8052,1.5198,2.1105,1.217,2.7958,1.926,2.2977,1.4381,1.5929,1.326,1.5946,1.3852,2.4737,1.7025,2.2093,1.4047,2.4102,1.7271,1.6941,1.3113,1.605,1.2653,1.6636,1.2907,1.7925,1.6879,1.4596,1.5543,1.6677,1.5189,1.618,1.2715,1.696,1.3822,1.4024,1.5781,1.4645,1.5894,2.5915,1.8301,2.1004,1.5399,2.6441,1.7657,2.4948,1.8313,2.3679,1.3563,2.224,1.267,2.0579,1.4686,1.7573,1.1447,1.7094,1.4615,1.3334,1.6034,1.6163,1.2787,2.1729,1.3795,2.4047,1.4369,1.7326,1.4138,2.7265,2.6748,2.9245,2.6423,2.6492,1.8764,1.8929,1.2971,2.335,1.46,2.7367,1.8497,4.2907,2.5006,2.4627,1.7309,3.1867,3.2979,3.6214,3.8642,3.7958,2.4324,2.5906,5.4515,2.8806,5.0454,2.7229,2.398,2.6697,2.9045,3.4415,3.1384,2.5902,2.1875,2.1459,1.7062,2.2134,1.5017,2.3693,1.8675,1.9626,2.0665,2.298,2.338,2.057,1.8731,1.7132,2.1056,2.5982,1.5015,1.6831,1.5001,1.4716,1.6894,2.1227,1.1652,2.1729,1.4394,1.8267,2.0614,2.1882,2.6584,2.1166,1.6946,2.1162,1.6502,2.1918,1.6282,2.352,1.7729,2.3339,1.9194,1.6485,1.827,1.9873,1.8663,1.5835,1.7707,1.6312,2.2323,1.7699,1.4474,2.4572,1.6154,2.1348,1.2398,1.5201,1.693,2.1927,1.3949,1.6287,1.4807,1.9026,1.7728,1.6304,1.6555,2.5195,1.9597,2.6361,2.2,2.0452,2.0013,2.3128,1.4876,1.7059,1.6248,1.9041,2.0852,1.7831,1.6889,1.5984,1.6072,2.3937,2.5981,2.9324,2.4949,2.1558,2.3589,2.0791,4.9504
2.1888,2.5415,3.2161,3.3444,3.1026,3.2182,2.2414,2.4658,2.731,3.1424,2.9498,2.8411,2.9602,3.1516,3.5192,2.8647,2.4619,2.027,2.1241,2.0787,2.992,1.7687,2.6493,2.7864,3.0282,2.0693,2.1405,2.1663,2.1767,2.3121,3.1859,2.842,2.1228,1.3584,2.2801,1.6138,1.901,1.4931,1.8245,1.462,2.2115,1.5339,2.0045,2.429,2.1042,1.8755,2.0429,1.8017,2.1153,2.4077,2.0727,2.219,2.0422,2.0709,2.0635,2.0404,2.4457,1.8696,2.1277,1.875,2.4739,1.6683,2.3628,1.6586,2.0114,1.556,2.0173,1.373,2.5049,2.043,2.0399,1.3993,2.0108,1.7255,1.7592,1.9134,2.1167,1.8938,2.8969,2.0699,3.4483,2.0637,2.3176,2.3027,2.8108,2.4067,2.5237,2.4796,2.516,2.171,2.4058,1.7646,2.6955,2.369,2.8598,2.4572,3.5045,2.593,2.881,2.1203,3.1472,4.5576,3.0178,2.5661,2.6162,2.3272,3.0628,3.0515,2.9311,3.3804,4.8056,5.8124,2.629,2.4716,3.0643,2.127,3.9565,5.5606,2.6138,2.8656,3.3624,2.5796,3.4025,5.3724,2.3376,3.2145,7.1255,6.4241,5.5149,5.1349,2.6884,4.2023,2.9066,2.0169,2.2298,1.9676,1.9049,2.2186,2.5498,1.6935,3.8764,2.0737,2.637,3.3351,4.8756,6.1964,2.5268,3.6318,2.7855,2.0506,2.5616,2.054,3.1631,2.3506,3.5747,2.2677,3.7309,2.7585,4.4316,3.436,4.2349,4.4452,4.2934,2.9372,2.5195,1.9471,3.4659,1.9259,2.5493,1.7398,1.941,2.2838,2.6272,2.1971,2.4644,4.0678,3.3263,10.381,2.6912,4.1278,3.0705,2.3461,3.2056,2.824,3.9301,3.0574,2.7452,2.2101,3.4268,11.367,5.1347,3.4577,3.0173,5.1915,2.0008,8.9454,2.5384,3.6312,2.2826,2.7776,3.471,2.6683,3.6111,4.3992
1.7705,2.065,2.8799,2.6534,2.5422,2.6519,1.6638,1.7136,2.4237,2.7439,2.6487,3.0838,2.5978,2.4714,2.5933,2.6889,2.1246,1.755,2.0149,1.6809,2.7807,1.5388,2.2693,1.9054,2.9483,1.9916,2.3578,1.8796,2.821,2.0766,3.4088,2.1831,1.8351,1.2197,1.9931,1.3869,1.7455,1.2526,1.6685,1.3116,2.0223,1.3632,2.0626,2.086,1.9429,2.1785,1.9249,1.7629,2.6035,1.9925,2.4944,1.9831,2.4816,2.1521,2.3044,2.2652,2.1306,1.6997,1.8564,1.5045,2.0976,1.7474,1.9449,1.5554,1.953,1.4613,1.7511,1.3848,2.2754,1.5623,1.962,1.3001,1.9993,1.6538,1.616,2.0464,2.1872,1.7835,2.9475,2.2256,3.3899,2.4058,2.4766,2.2548,2.1442,2.7659,2.107,5.6167,2.6747,2.9531,2.3136,1.6761,3.0799,4.1762,3.1479,7.5086,2.9789,3.449,4.014,3.2209,3.2601,6.5546,1.7776,2.5238,2.0825,2.0706,2.4619,4.6533,2.433,2.0835,2.1657,2.0123,1.3706,2.0142,1.5157,2.1361,2.0184,1.9739,2.3146,2.0036,2.2434,1.7691,2.065,1.9137,1.4506,1.936,2.9116,1.8568,2.5045,2.4991,1.2742,2.8071,3.1467,1.9414,2.3964,1.9285,1.9362,2.0707,2.3147,1.5499,2.2401,1.7274,1.6812,2.5586,2.4356,3.7596,1.9468,1.8921,2.2355,1.8608,2.2303,1.9592,2.4465,2.0323,2.5287,1.9387,1.8166,2.0226,2.6628,2.3452,1.2016,1.6639,1.3546,2.2746,2.7062,2.5759,3.0621,2.2443,2.4151,1.6849,2.0111,2.15,2.2614,1.651,1.7807,1.6517,2.4395,2.8556,1.6729,2.3741,3.3424,2.3275,2.7281,2.7382,2.2669,1.9004,2.4171,1.7644,1.7522,1.8177,1.64,1.9389,1.0814,1.396,0.97904,1.51,2.8756,3.1193,1.8949,1.6026,1.5481,1.5639,2.1154,2.0608
4.0637,6.0266,6.522,11.21,5.6033,8.1785,4.2319,4.0064,6.2443,8.8092,4.1604,6.1136,6.0088,3.6603,7.1064,4.5214,3.0853,3.8396,2.376,4.0682,2.345,2.1547,4.0006,8.8417,3.0743,2.8869,2.0332,1.8154,1.9413,1.8145,3.9433,2.5115,2.6346,2.0255,3.1613,2.1807,2.5682,1.7756,2.2296,1.8191,2.2158,1.5789,2.4821,2.1664,1.8121,1.7579,2.4092,1.7779,2.1047,1.6876,2.0452,1.9891,2.1925,1.9324,1.8805,1.9021,3.6861,2.7102,3.0306,2.17,4.0366,3.8136,4.9944,6.9845,5.657,4.3796,3.3244,2.5332,2.8916,2.0717,2.5569,2.0592,2.6053,2.249,2.7235,2.1408,2.5629,3.6195,5.3722,3.9923,3.978,5.127,2.2781,3.0116,10.663,14.678,16.833,49.478,11.998,7.0486,4.6021,2.2442,9.6923,16.575,70.259,115.03,80.144,31.214,20.774,19.414,33.035,128.85,11.888,34.903,26.294,11.417,30.669,110.52,4.6127,3.819,3.0611,3.009,2.4464,2.3485,3.8268,2.6057,4.8071,2.921,5.4132,2.3093,3.6142,1.9183,2.7317,2.9013,1.4488,2.2315,2.0703,3.3558,1.6167,2.6925,1.115,2.2097,3.7192,1.6209,2.0858,1.6183,1.6524,1.9867,2.4928,1.4748,2.8777,1.8843,1.7827,2.268,1.711,2.6963,1.8564,2.3676,2.3999,1.9946,2.5785,2.0845,3.212,2.1326,3.0405,2.1354,2.0045,2.1375,1.8273,2.4352,1.1977,2.2016,1.0957,2.1152,2.1791,2.19,4.4102,3.2446,3.3891,1.5342,1.7962,2.1076,4.1914,2.1253,3.6742,3.4099,1.8909,3.1118,2.5525,2.6371,17.663,4.5139,26.882,14.367,7.8599,6.5885,7.3649,2.2714,1.8755,4.2916,3.2553,9.8483,2.7109,3.8086,1.5254,2.5893,31.382,28.909,21.48,5.233,8.334,5.7599,11.745,17.38
2.7596,3.2663,3.3824,3.2725,2.8425,2.6904,2.24,2.3704,2.5206,2.4109,2.3911,2.8743,2.5017,2.415,2.6033,2.3811,3.1219,1.834,2.1089,1.926,3.3937,1.7785,3.4145,1.935,3.4181,2.021,2.2289,2.0522,2.4911,1.955,3.8156,2.1232,2.3298,1.3551,2.4787,1.5969,1.6984,1.3993,2.0508,1.4233,2.5358,1.6086,2.3985,2.1255,2.5408,2.3166,2.6197,1.9553,3.286,1.8825,3.2086,3.0544,2.6961,2.5131,3.068,3.5995,2.7903,1.8682,1.6604,1.691,2.8851,1.7265,2.7512,1.722,2.5005,1.6762,2.0599,1.5579,3.0329,1.9643,2.4659,1.3504,2.4316,1.7345,2.2618,2.5062,2.1506,2.7312,3.4984,2.7495,3.4073,3.7126,2.4661,5.5471,3.1723,2.2175,2.8835,3.0868,2.7783,2.0498,2.5788,1.7865,3.5551,2.1584,2.6465,2.2779,2.6845,3.2025,4.9897,3.163,3.0563,3.082,2.4327,2.6673,2.625,2.2091,3.2973,2.4971,2.8259,2.2658,2.7269,2.6087,2.1518,2.7394,2.0226,2.1681,2.4655,2.3519,2.7427,2.3756,2.9369,2.1269,2.5409,2.869,1.3893,3.6437,2.6705,4.2472,2.2625,4.7281,1.5287,2.587,3.6525,1.9735,2.357,1.9025,2.1285,3.9078,2.6369,1.679,2.9343,1.8475,2.309,2.1486,2.3751,2.4832,2.0093,2.8616,2.6091,3.6714,2.4479,2.5861,3.1378,2.4095,3.53,3.2427,2.4292,2.0267,2.201,1.9427,1.3195,1.7888,1.7664,1.5544,2.4926,2.3757,3.7658,2.4252,2.845,1.5032,2.131,2.3395,3.1896,1.6858,2.4978,2.0019,1.9469,2.4547,2.5578,1.9736,3.7093,2.7441,3.0762,4.2614,2.9978,1.8732,4.1324,1.6855,1.9676,1.6357,3.0286,2.0237,1.2783,1.5868,1.1585,1.8826,2.2601,2.7144,2.3491,1.7708,1.8742,1.6258,2.0177,2.0381
2.6071,2.0682,4.329,6.1364,4.0702,3.4627,2.2941,1.9507,3.5392,4.3709,3.8717,4.0622,3.573,3.5213,3.3403,3.4477,2.6594,3.5091,2.249,3.8671,3.037,1.9598,3.102,6.7864,3.2819,2.1559,2.3188,1.8269,2.214,1.7244,3.5643,2.0829,2.122,1.3454,2.1257,1.7163,1.8913,1.3746,2.0171,1.5086,2.2523,1.451,2.1287,2.2017,1.7876,1.8761,2.1228,1.7878,2.1124,1.7537,1.9642,1.7695,2.0489,1.901,1.8902,1.9956,2.2094,1.7813,2.0851,1.5462,2.1362,1.8239,2.1395,1.6359,2.1199,1.4937,2.0284,1.4831,2.3964,1.6844,2.012,1.3552,2.0346,1.6366,1.5136,1.8255,1.9566,1.5727,2.7044,1.9523,3.279,2.2506,2.0336,2.0733,2.658,3.2315,2.3295,4.435,2.7598,3.0665,2.218,1.8316,3.1682,2.5977,2.4149,3.4612,2.5639,5.4017,3.313,3.1463,3.3193,4.0843,1.6776,1.5992,1.6627,1.7369,2.8837,2.3829,3.0643,3.0435,2.3383,1.9475,1.8409,1.5859,2.3698,1.6806,2.4501,2.4348,3.0884,2.2322,2.2674,1.806,1.9172,2.1145,1.1192,1.5332,1.6791,2.235,1.5367,1.5756,0.92804,1.5307,2.9619,1.7996,2.0879,1.6551,1.7297,2.0355,2.0835,1.4146,2.1534,1.5532,1.5026,1.5336,1.6385,1.6853,1.5922,1.575,2.0692,1.9249,2.0728,1.8331,2.4601,1.8321,2.4222,1.8091,1.4328,1.4683,1.5917,1.4036,0.81034,1.1982,0.83243,1.3105,2.1526,2.1806,3.2414,2.1591,2.4339,1.4697,1.9179,1.9703,2.3762,1.5904,1.4416,1.4487,1.6407,1.5645,1.4065,1.7202,4.4301,2.3268,2.8078,2.3329,2.0822,3.6151,2.5134,1.904,1.5336,1.5647,1.9092,1.6619,1.1164,1.3469,0.87389,1.2793,2.2443,2.1087,1.8528,1.6389,1.6455,1.3996,4.0761,1.742
1.1702,1.5459,2.9286,2.8166,2.8516,2.4021,1.0831,1.392,2.1786,2.0833,2.9448,2.8984,2.4891,2.5698,2.9172,2.6425,2.4212,1.5863,1.9954,1.8733,3.0272,1.9052,2.443,1.8264,3.1687,2.0882,2.7489,2.375,2.6648,2.2305,3.3999,2.5409,1.7773,1.1565,2.0379,1.4451,1.7953,1.4071,1.5907,1.3699,2.2574,1.5468,2.2474,2.2753,2.4176,2.144,2.1767,2.0305,2.9083,2.2889,2.9282,2.6892,2.3912,2.4769,2.1545,2.5599,2.2972,1.7099,2.007,1.5036,2.2535,1.5751,2.0536,1.3584,1.842,1.3765,1.7966,1.3829,2.5814,1.5517,2.0313,1.4091,2.1946,1.7947,2.9659,2.2165,2.6341,4.4673,2.8346,3.2196,3.0102,8.4699,2.7392,3.4121,2.5904,1.7903,2.189,1.8174,2.3326,1.7447,2.3856,1.6082,2.5977,2.0258,1.9256,2.082,3.1282,1.8476,3.0696,2.5429,2.9029,2.2726,0.95874,1.7051,1.3073,1.6203,2.1027,1.6444,2.3128,1.8337,2.5173,2.3443,0.94326,1.5804,1.009,1.3302,2.4596,2.4979,2.6799,4.0011,2.2989,2.3251,3.4632,3.0265,0.8489,1.2598,2.2043,1.9854,1.9734,2.142,0.78407,1.2044,2.9101,2.5588,2.495,2.0295,2.0685,2.6288,2.6833,1.7762,2.6424,2.2227,1.5941,1.6808,2.0653,1.7452,2.1363,2.2917,2.2587,2.1982,2.525,2.2629,2.6374,1.8177,2.6538,2.182,1.4932,1.6499,1.709,1.3215,0.73612,1.0089,0.8048,1.0842,7.2519,2.204,2.6848,1.9419,2.3158,4.0619,2.1433,2.2647,2.5272,1.5856,1.4357,1.448,1.5987,1.4016,1.3348,1.3998,7.7155,2.1147,2.7061,1.8332,2.0279,1.6072,3.8562,1.959,1.4207,1.2217,1.5979,1.3085,0.61326,1.0074,0.65296,1.0111,1.8737,1.5292,1.3188,1.1421,0.847,1.1433,1.7613,1.3765
1.9923,1.9465,1.9582,2.2566,2.1334,1.601,2.1451,1.484,2.0005,1.7535,1.8019,2.0756,2.1029,1.7378,2.3865,1.9502,1.8633,1.4807,1.5175,1.6117,1.8431,1.2993,1.7422,1.7745,2.4332,1.6282,1.7689,1.3682,1.8635,1.5161,2.7992,1.7146,1.7214,1.0612,1.9153,1.1817,1.3654,1.0726,1.2684,1.0926,1.6158,1.1425,1.8,1.7346,1.4212,1.5517,1.6364,1.4294,1.7817,1.4473,1.7605,1.5671,1.8883,1.8988,1.7954,1.8764,2.0699,1.4579,1.5231,1.3258,2.1079,1.5442,2.079,1.4858,1.7322,1.2648,1.4944,1.1952,1.9772,1.3907,1.7557,1.1257,1.8259,1.4409,1.3765,1.6683,1.716,1.4468,2.6124,1.9474,3.2377,2.357,1.9052,1.8191,3.0825,2.2279,3.0852,3.2752,2.634,1.8606,2.2226,1.3433,2.6121,3.2644,2.7712,5.013,3.1336,3.117,3.6024,3.0838,3.1848,5.3589,2.3781,3.4051,2.353,1.9598,3.5536,3.8628,2.3668,1.9267,1.9124,1.6492,1.2781,1.5871,1.8368,1.5312,2.1429,1.9321,2.3744,1.7691,2.3991,1.5655,2.042,1.7259,1.0792,1.5031,1.8847,1.7422,1.7923,1.6532,1.2255,1.6126,2.8828,1.6269,2.1076,1.7018,1.8259,1.9797,2.5199,1.4858,2.2994,1.7155,1.9143,1.9096,1.9537,2.0087,1.9103,1.7298,2.4205,1.9559,2.5771,2.0243,2.777,2.0584,2.5708,2.0138,1.8801,1.7391,1.9208,1.5927,1.2834,1.5405,1.3481,1.7223,2.4051,1.9037,3.4436,2.1688,2.7343,1.7416,1.9526,2.1419,2.5551,2.0459,1.9804,2.0175,2.0167,1.8479,1.9089,1.9252,3.4833,3.0546,3.7393,2.987,2.5251,2.3671,2.8718,2.0745,1.8795,1.6432,3.0047,2.3114,1.5531,1.902,1.3776,1.4728,3.5935,2.262,3.6431,2.1151,2.7608,1.9696,6.5465,2.3954
3.4185,2.9721,2.9075,4.1918,2.9443,2.6768,3.1684,2.2067,2.8848,2.6087,2.5458,3.2394,2.8775,3.7048,3.1828,3.73,2.6392,1.9022,2.1717,2.2081,2.5128,1.6163,3.1848,2.6864,2.8388,2.3294,2.3099,1.7922,2.5197,1.9321,3.2423,2.6141,2.4556,1.5425,2.7371,1.7434,2.1243,1.485,2.0172,1.5097,2.0242,1.5983,2.5144,2.4561,1.8455,2.6285,2.0924,2.0623,3.0535,1.9029,2.5833,2.0376,3.1476,2.124,1.9774,2.4305,2.9155,2.1296,2.3605,1.8788,2.8461,2.669,2.8065,2.5719,2.7939,2.5572,2.3443,2.0905,2.5883,1.9337,2.5006,1.9033,2.5102,2.1579,1.9583,2.4495,2.3696,2.2564,4.3742,5.1691,6.4642,2.967,2.969,2.5802,3.7031,4.3448,5.1053,22.726,3.2648,5.6599,3.6768,2.3571,9.474,13.515,3.7059,8.6165,5.123,11.235,5.3739,4.4722,4.3442,7.9685,3.4804,3.0194,3.8544,2.6289,12.24,3.7757,2.4422,2.8251,2.5752,2.4777,1.9867,2.0369,2.7599,2.6037,2.7381,2.0927,3.0545,2.4844,2.8057,2.6446,2.2771,2.7841,2.1308,2.1578,2.7623,2.5072,2.5002,2.3293,2.3891,2.6976,3.3427,2.0953,2.3654,1.8174,2.8395,2.0535,2.9792,1.7681,2.5173,1.9471,2.0488,3.6794,2.6544,4.1866,2.0188,2.0364,3.5837,2.0299,3.7518,1.9278,3.3214,2.2274,3.2656,2.2807,2.4729,2.3044,3.5949,2.8159,2.6286,3.1771,2.5739,2.8972,2.9624,4.3526,4.1318,3.8101,3.5015,2.1483,3.6042,2.1126,2.7332,2.0514,2.0516,2.8913,2.6863,5.1132,2.0737,4.1424,3.6512,4.4176,2.9249,4.538,2.8486,3.0029,3.1861,2.8593,2.7366,5.2545,3.6328,2.5377,3.0554,3.141,2.1641,4.125,3.1198,3.6776,3.7052,2.5306,3.6324,2.5963,2.9258,3.413
1.4144,1.5739,2.5403,2.8036,2.4394,2.2759,1.3999,1.3568,2.2159,2.5614,3.2914,2.3742,2.7366,2.3178,2.5001,2.4154,2.0228,1.7313,2.1733,1.7843,2.5377,1.4307,2.0559,2.7931,3.0595,1.7847,2.0232,1.8722,2.2664,2.0128,3.8111,2.0268,1.66,1.3069,1.8506,1.4835,2.0782,1.3108,1.9149,1.2371,2.0376,1.324,2.1455,2.485,1.9755,1.9708,1.973,1.5976,2.2621,2.0253,2.3905,1.8598,2.3192,2.0064,2.2341,2.0197,1.9983,2.0611,2.1967,1.8312,1.8161,1.6188,1.5871,1.1137,1.6993,1.5209,1.8456,1.2498,2.2336,1.8771,1.9082,1.2985,2.1157,1.6846,1.6753,2.0064,2.2161,1.7906,2.6662,1.7224,4.3807,2.3074,2.2899,1.8657,2.0722,2.2969,1.9784,1.8652,1.8212,1.9841,2.0662,2.0239,2.0566,2.8523,1.8534,4.0828,2.8693,16.915,3.0861,1.8076,1.9198,2.5383,0.84829,1.697,1.5839,1.6598,2.9066,3.6247,2.1179,1.7909,2.0203,1.8849,0.93948,1.4917,1.1452,1.377,2.0729,2.4199,2.5179,2.4233,2.2727,1.7837,1.7605,2.0729,0.94006,1.4358,1.7352,1.7031,1.794,1.6532,1.0283,1.1781,2.9436,1.9385,2.02,2.148,2.0873,1.9924,2.1311,1.496,2.29,1.8765,1.7429,1.6741,2.2155,1.4569,1.5789,1.6993,2.4231,1.9532,2.3942,2.0359,2.3152,1.9083,2.4011,1.8869,1.6564,1.6029,2.2064,1.6025,1.0224,1.981,1.0996,1.3171,2.73,2.5611,4.517,2.4848,3.3043,3.0046,2.1107,2.213,2.5396,3.3708,1.3813,2.3216,2.4297,2.1538,1.4734,2.4166,15.639,2.0662,3.1042,1.7742,1.8756,14.002,3.4744,2.2289,2.8695,2.9143,3.1514,2.6089,1.6585,1.9952,0.93334,2.2224,3.0644,2.0746,3.2717,1.274,2.9646,1.2306,14.841,1.6369
