0.49643,0.62631,0.59331,0.55143,0.52466,0.49989,0.49025,0.58408,0.55501,0.53807,0.63135,0.59194,0.6003,0.70556,0.6444,0.67915,0.41222,0.42963,0.53404,0.56701,0.57219,0.46396,0.54403,0.55834,0.68132,0.61016,0.63656,0.63277,0.57087,0.61463,0.57918,0.47618,0.59879,0.71877,0.67769,0.56754,0.79782,0.75728,0.75665,0.64363,0.59825,0.5569,0.56464,0.4591,0.4585,0.53211,0.73187,0.46115,0.49659,0.67385,0.53981,0.53962,0.56735,0.55161,0.47542,0.56236,0.64171,0.57865,0.63466,0.64905,0.65356,0.74696,0.61844,0.71459,0.4175,0.45915,0.55757,0.55895,0.58318,0.46828,0.59369,0.56736,0.60819,0.50257,0.57542,0.53254,0.49304,0.58965,0.51826,0.45811,0.63569,0.67007,0.60169,0.56983,0.77741,0.76046,0.75668,0.67197,0.66089,0.58669,0.56956,0.39535,0.4145,0.58027,0.51844,0.41771,0.41164,0.50478,0.66268,0.034832,0.72496,0.79053,0.93001,0.43981,0.36291,0.61727,0.017547,0.72935,0.741,0.90153
0.50156,0.64345,0.55482,0.53099,0.52772,0.51059,0.45986,0.60103,0.61575,0.50311,0.6016,0.58942,0.56412,0.69848,0.67966,0.66599,0.41415,0.45976,0.51094,0.51469,0.56114,0.4397,0.56982,0.58866,0.66682,0.54983,0.66702,0.60545,0.56396,0.60542,0.5528,0.49014,0.62162,0.72217,0.64419,0.58022,0.76005,0.76102,0.71735,0.60316,0.64957,0.57415,0.54808,0.49934,0.48031,0.51788,0.69818,0.48611,0.49338,0.68646,0.50906,0.50514,0.52549,0.54644,0.42793,0.56812,0.61305,0.56157,0.60287,0.60921,0.61666,0.74216,0.6754,0.68947,0.43863,0.48597,0.5797,0.56708,0.56777,0.46629,0.61882,0.58037,0.614,0.42571,0.6035,0.49847,0.47609,0.54691,0.49169,0.47412,0.61838,0.67617,0.6413,0.57577,0.79699,0.76134,0.75842,0.64578,0.64624,0.59513,0.55448,0.45539,0.45368,0.55381,0.64839,0.42427,0.40427,0.51851,0.65652,0.021582,0.72703,0.79204,0.9135,0.44388,0.37543,0.61356,0.0095972,0.72655,0.74901,0.91139
0.49459,0.63511,0.55946,0.54296,0.51167,0.45836,0.44329,0.58001,0.6212,0.58416,0.65132,0.63661,0.63559,0.73868,0.67129,0.66247,0.39973,0.47623,0.5209,0.54566,0.61014,0.4815,0.58197,0.55378,0.65919,0.67069,0.64398,0.64623,0.55574,0.60852,0.57593,0.49868,0.59181,0.65526,0.63947,0.5557,0.80447,0.72769,0.72759,0.61122,0.62104,0.58357,0.57703,0.46502,0.52206,0.5813,0.74262,0.48847,0.49058,0.65914,0.50173,0.50593,0.4256,0.47538,0.39809,0.5565,0.6272,0.55026,0.68179,0.64684,0.64973,0.76415,0.64168,0.66589,0.37433,0.49323,0.55392,0.57639,0.58497,0.4973,0.60171,0.5433,0.592,0.51207,0.57005,0.54197,0.45833,0.57857,0.52196,0.48671,0.59891,0.61199,0.5726,0.53872,0.79729,0.71469,0.74434,0.64255,0.58053,0.54504,0.57459,0.39555,0.44053,0.53365,0.57624,0.44647,0.35673,0.52051,0.65741,0.025111,0.70812,0.77096,0.91189,0.35803,0.3841,0.6069,0.029951,0.68581,0.72035,0.90283
0.47159,0.64986,0.5579,0.51128,0.48888,0.48709,0.48254,0.55794,0.64636,0.49581,0.59586,0.57845,0.59745,0.70625,0.66742,0.6495,0.41683,0.4903,0.51765,0.50793,0.60503,0.47167,0.52495,0.50285,0.56451,0.58736,0.59751,0.55452,0.57875,0.67069,0.60758,0.51951,0.55335,0.67174,0.56313,0.5273,0.76802,0.68463,0.70092,0.60838,0.64477,0.50747,0.55168,0.38511,0.36236,0.43308,0.6869,0.45906,0.45772,0.65901,0.51987,0.50146,0.46997,0.49356,0.45506,0.51596,0.67016,0.52801,0.58996,0.54212,0.58004,0.73668,0.60626,0.67883,0.42342,0.51783,0.56382,0.58376,0.55496,0.48802,0.58319,0.5155,0.56558,0.4557,0.53328,0.41638,0.47364,0.57108,0.54496,0.45048,0.53766,0.6243,0.47828,0.49395,0.78621,0.68632,0.66986,0.63411,0.59483,0.54341,0.52813,0.34652,0.37642,0.51166,0.55442,0.39845,0.32288,0.37139,0.67072,0.081997,0.58196,0.72881,0.87942,0.31671,0.25984,0.62976,0.054369,0.58022,0.67499,0.87769
0.52769,0.65971,0.59161,0.55012,0.58438,0.5344,0.4293,0.61157,0.60696,0.54477,0.65601,0.60695,0.61512,0.72149,0.65113,0.67944,0.39992,0.47825,0.51461,0.55351,0.55972,0.46775,0.58092,0.54648,0.68782,0.61115,0.6719,0.67043,0.57195,0.63704,0.58724,0.46223,0.61951,0.69324,0.59994,0.60187,0.79658,0.78082,0.76656,0.63038,0.7086,0.59493,0.57204,0.49845,0.49268,0.61709,0.7029,0.46255,0.52064,0.69927,0.52259,0.5629,0.56305,0.565,0.39729,0.58174,0.63648,0.57338,0.6327,0.62345,0.60054,0.79267,0.66551,0.6902,0.3832,0.45885,0.58957,0.56175,0.54124,0.49111,0.59845,0.58859,0.6218,0.50497,0.61542,0.51592,0.47687,0.57771,0.51383,0.45406,0.63491,0.67358,0.59285,0.56333,0.78362,0.74617,0.7354,0.67168,0.68044,0.61713,0.5725,0.44412,0.49345,0.57598,0.57489,0.44199,0.40425,0.53362,0.60172,0.028502,0.7599,0.79442,0.93156,0.41788,0.39472,0.56273,0.016332,0.73458,0.75215,0.92572
0.51504,0.65043,0.54609,0.51966,0.55347,0.50327,0.44215,0.57437,0.64783,0.5339,0.6911,0.62676,0.65245,0.72499,0.64731,0.68808,0.41283,0.44495,0.50979,0.56401,0.60774,0.46275,0.56742,0.60383,0.665,0.58348,0.62816,0.65473,0.53145,0.59264,0.54558,0.48438,0.57962,0.6873,0.63497,0.59033,0.73401,0.72217,0.72931,0.61589,0.64172,0.58356,0.6311,0.47873,0.55996,0.6015,0.71868,0.44837,0.51519,0.67808,0.49781,0.50634,0.52815,0.56309,0.41412,0.55955,0.59472,0.57389,0.6318,0.61381,0.628,0.73621,0.66678,0.66587,0.37098,0.47771,0.57136,0.55978,0.55344,0.4695,0.6035,0.61304,0.60085,0.45337,0.56147,0.53202,0.46978,0.5827,0.52478,0.49698,0.58333,0.63748,0.53342,0.56345,0.76811,0.70686,0.71776,0.62295,0.62189,0.59268,0.62318,0.42887,0.49333,0.60985,0.61945,0.43457,0.38747,0.52783,0.65083,0.024888,0.73979,0.77252,0.94198,0.42076,0.39442,0.61305,0.022577,0.73126,0.7366,0.91864
0.48999,0.63685,0.53134,0.50306,0.52956,0.48217,0.39557,0.56422,0.61632,0.511,0.58551,0.58825,0.58112,0.69028,0.65097,0.6601,0.33559,0.42517,0.51454,0.50074,0.56738,0.4355,0.5261,0.49652,0.63805,0.54777,0.64795,0.62132,0.55779,0.58576,0.55004,0.51967,0.57929,0.67304,0.65825,0.54035,0.74112,0.68816,0.71335,0.62945,0.63844,0.56268,0.58031,0.44635,0.45467,0.56135,0.72708,0.48817,0.48341,0.66916,0.48099,0.49754,0.49087,0.49275,0.38641,0.55109,0.64625,0.53178,0.63854,0.58831,0.60264,0.72828,0.65202,0.69088,0.34215,0.41472,0.57059,0.55398,0.51986,0.45392,0.57882,0.48164,0.58371,0.42491,0.56594,0.44918,0.46809,0.55239,0.46843,0.44975,0.58108,0.63002,0.63171,0.52992,0.76499,0.67757,0.72398,0.64433,0.58088,0.54547,0.60999,0.3947,0.46903,0.55395,0.54758,0.44138,0.40375,0.49801,0.66514,0.024023,0.72376,0.78186,0.92509,0.43919,0.36978,0.6168,0.018768,0.70937,0.72859,0.92667
0.48605,0.61543,0.54113,0.51041,0.56936,0.48627,0.43165,0.57007,0.62876,0.51627,0.65153,0.54126,0.5513,0.7312,0.62143,0.62914,0.36483,0.41154,0.50458,0.49626,0.5111,0.42522,0.52175,0.4769,0.60292,0.62887,0.60204,0.59833,0.58247,0.61365,0.56017,0.50665,0.58332,0.66863,0.57114,0.53453,0.77851,0.70877,0.72139,0.60018,0.62804,0.57832,0.56335,0.47931,0.51607,0.54676,0.69643,0.52267,0.48082,0.64555,0.51342,0.51003,0.56346,0.50335,0.4135,0.55502,0.61936,0.5529,0.59383,0.58348,0.60437,0.67768,0.59433,0.674,0.34539,0.43736,0.55105,0.54424,0.51461,0.45008,0.56687,0.55144,0.57317,0.45423,0.54082,0.42051,0.46077,0.54327,0.4913,0.4641,0.57449,0.62928,0.51302,0.5017,0.82315,0.68952,0.69822,0.6015,0.64117,0.54558,0.53219,0.37217,0.44534,0.5649,0.6579,0.40646,0.37784,0.4852,0.66879,0.025318,0.66315,0.7608,0.9298,0.39595,0.35695,0.61496,0.0064274,0.66576,0.72284,0.93344
0.24546,0.50522,0.35051,0.35833,0.41081,0.30837,0.31691,0.35684,0.41017,0.40987,0.47299,0.45131,0.43912,0.53606,0.50243,0.51154,0.24324,0.22069,0.31313,0.34889,0.38382,0.28752,0.42658,0.30269,0.022562,0.38082,0.2701,0.402,0.40108,0.39348,0.35172,0.31016,0.19695,0.52315,0.38946,0.36416,0.57095,0.57938,0.59502,0.41903,0.43537,0.31884,0.36149,0.22523,0.25147,0.32868,0.47418,0.34457,0.24416,0.56127,0.31372,0.35058,0.39046,0.31446,0.30202,0.35051,0.38853,0.40237,0.44843,0.46037,0.48933,0.52809,0.52268,0.55933,0.23554,0.23409,0.33617,0.35165,0.37989,0.31219,0.46407,0.31966,0.022215,0.27333,0.24182,0.32543,0.30338,0.38917,0.34793,0.32955,0.38834,0.54132,0.39966,0.32411,0.54717,0.53031,0.57222,0.3789,0.42833,0.3221,0.30467,0.19012,0.22982,0.3144,0.38357,0.3212,0.33577,0.45432,0.62399,0.031272,0.51406,0.61057,0.72694,0.34961,0.34957,0.58415,0.014058,0.50014,0.60529,0.63503
0.48464,0.6143,0.49065,0.50461,0.51462,0.46353,0.40731,0.57339,0.60702,0.52023,0.59703,0.57788,0.58914,0.70356,0.62316,0.61294,0.3482,0.40257,0.4992,0.49242,0.52134,0.42268,0.51603,0.46472,0.64026,0.50727,0.60613,0.6036,0.51729,0.57101,0.47952,0.45292,0.5687,0.654,0.57611,0.50897,0.74647,0.71831,0.67992,0.58267,0.61484,0.54422,0.57162,0.45806,0.43397,0.5333,0.62361,0.46286,0.48173,0.67465,0.47836,0.49215,0.49551,0.49698,0.39776,0.54507,0.59187,0.54552,0.56651,0.56839,0.57815,0.72445,0.58649,0.67199,0.35564,0.43872,0.53559,0.55604,0.48059,0.44547,0.54537,0.47843,0.57516,0.36931,0.55951,0.45048,0.44463,0.50385,0.40511,0.39556,0.5775,0.60235,0.53662,0.46086,0.77768,0.69968,0.69561,0.61117,0.61791,0.55692,0.51146,0.40835,0.40163,0.4974,0.48697,0.41604,0.35395,0.52173,0.62041,0.016254,0.70341,0.78953,0.9251,0.39022,0.38567,0.57518,0.0065088,0.72525,0.75874,0.93637
