232,1.1285e+05
233,1.1496e+05
234,1.1163e+05
235,1.1218e+05
236,1.1418e+05
237,1.1343e+05
238,1.1225e+05
239,1.2988e+05
240,1.1111e+05
241,1.1381e+05
242,1.112e+05
243,1.1276e+05
244,1.1337e+05
245,1.1348e+05
246,1.1251e+05
247,1.1411e+05
248,1.116e+05
249,1.1353e+05
250,1.1168e+05
251,1.125e+05
252,1.1423e+05
253,1.1148e+05
254,1.1269e+05
255,1.1475e+05
256,1.1165e+05
257,1.1313e+05
258,1.1332e+05
259,1.1162e+05
260,1.1303e+05
261,1.1184e+05
262,1.1416e+05
263,1.1614e+05
264,1.1051e+05
265,1.1258e+05
266,1.13e+05
267,1.1189e+05
268,1.1284e+05
269,1.1367e+05
270,1.1231e+05
271,1.116e+05
272,1.1168e+05
273,1.1323e+05
274,1.1163e+05
275,1.153e+05
276,1.1117e+05
277,1.1608e+05
278,1.1495e+05
279,1.1362e+05
280,1.1374e+05
281,1.1328e+05
NaN,NaN
283,1.1443e+05
284,1.1437e+05
NaN,NaN
286,1.1219e+05
287,1.1084e+05
288,1.1292e+05
NaN,NaN
290,1.1266e+05
291,1.1394e+05
292,1.1168e+05
293,1.1164e+05
294,1.1911e+05
295,1.1133e+05
296,1.1084e+05
297,1.1328e+05
298,1.1062e+05
299,1.1401e+05
300,1.1148e+05
301,1.1188e+05
302,1.1413e+05
303,1.1294e+05
304,1.1246e+05
305,1.1169e+05
NaN,NaN
307,1.1071e+05
NaN,NaN
309,1.1462e+05
310,1.1282e+05
311,1.2118e+05
312,1.1261e+05
313,1.148e+05
314,1.1447e+05
315,1.2131e+05
316,1.1639e+05
317,1.117e+05
NaN,NaN
NaN,NaN
320,1.1139e+05
NaN,NaN
322,1.1356e+05
323,1.1478e+05
NaN,NaN
